,psraid,int_date,area,tz,cregion,state,fips,msa,usr,usr1,strata,lang,sample,form,samptype,spouse,qs1,qs2,qs3a,qs3b,sex,marital,m2,m3,m4,lwp2,lwp3,kids,k2,k3,mom,dad,e3,q1,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q6,q7f1,q8f2,q11,q12,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q16,q17,q20,q20vb,q20_1,q20_2,q20_3,q23,q23vb,q23_1,q23_2,q23_3,q24,q27,q28,q29,q30f1,q31f2,q32,q33,q34,q35,q36,q36vb,q36_1,q36_2,q36_3,q37,q38,q39,q40,q41,q41vb,q41_1,q41_2,q41_3,q42,q43,q44f1,q45,q46f2,q47,net1,net2,e1,e2,ideal,e5,fam1,fam2,fam3,fam4,k4,k5,ownrent,citizen,usborn1a,usborn1b,usborn2,age,educ,hisp,race,relig,chr,born,attend,income,regist,regicert,party,partyln,ideo,pvote04a,milnow,veteran,contact,name,website,usbrn1bo,raceos,religos,q2cnt,recage2,recage3,q3new,gen,netsum,milvet,military,density3,rbcounty,receduc,racethn,weight
1537,2810,30807,804,e,3,51,51041,40060,S,2,2,1,4,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,8,NA,NA,NA,10,8,NA,2,2,3,9,2,2,2,3,2,1,NA,9,1,1,2,1,1,2,1,3,2,2,2,2,2,9,1,THAT WOULD NOT FLY WITH MY PARENTS,19,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,25,9,2,9,2,1,"PEER PRESSURE, KEEPING UP WITH YOUR FINANCES",32,13,NA,8,3,9,1,1,LACK OF GOOD PARENTING,25,NA,NA,1,9,NA,4,4,4,2,2,1,3,3,NA,1,1,2,3,NA,NA,1,1,1,NA,1,87,3,2,1,1,NA,1,2,10,1,1,4,9,2,1,7,7,2,NA,2,                                ,                                ,                                ,1,4,2,8,3,2,2,99,3,5,2,1,7.8125
1538,2815,30807,314,c,2,29,29189,41180,S,2,1,1,2,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,4,1,1,1,1,1,1,9,NA,8,8,7,8,8,6,4,NA,2,2,3,2,2,9,3,3,2,1,1,NA,4,4,2,1,1,1,2,2,1,1,3,2,1,3,1,VALUES,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,24,NA,3,2,3,2,1,COMPETITION FOR THE KIDS ATTENTION,98,NA,NA,9,9,3,2,1,MORE SOCIALLY ACCEPTABLE,17,NA,NA,1,2,3,4,NA,4,1,1,3,3,1,3,1,1,2,3,15,NA,1,1,1,NA,1,46,6,2,1,2,NA,1,2,8,1,1,3,1,2,1,7,7,2,NA,2,                                ,                                ,                                ,1,2,1,1,3,1,2,99,5,2,4,1,10
1539,2817,30807,734,e,2,26,26163,19820,S,2,1,1,1,1,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,10,10,4,2,1,2,2,2,2,1,2,2,1,2,NA,1,1,2,1,2,1,1,2,1,1,1,1,9,1,1,"60 YEARS AGO, IT WAS THE THING TO GET MARRIED",12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,9,                                ,99,NA,NA,10,3,3,1,1,"PEOPLE ARE TOO LENIENT AND TOO, THEY JJST DONT CARE",29,NA,NA,1,1,4,4,NA,4,2,2,1,3,3,NA,1,1,2,3,NA,NA,1,1,1,NA,1,83,3,2,1,1,NA,1,2,3,1,1,1,NA,1,1,7,7,9,NA,2,                                ,                                ,                                ,3,4,2,4,3,2,2,99,5,1,2,1,11.5625
1540,2820,30807,512,c,3,48,48453,12420,U,1,4,1,2,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,2,2,2,1,8,NA,NA,10,3,NA,NA,5,8,NA,2,3,1,2,9,3,3,1,2,2,NA,2,3,2,1,1,2,2,2,3,2,2,3,2,2,2,1,I THINK IT WAS THE THING TO DO THEN,12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,30,2,2,2,2,1,JOB ABD PEER PRESSURE KIDS ARE LEFT ALONE IN HOUSE AND PARENTS DONT TAKE RESPONSIBILITY ANYMORE,98,32,19,5,3,3,1,1,"UM SEXUAL FREEDOM, LACK OF CONSEQUENCES, PARENTING",11,22,98,1,1,NA,9,9,2,1,1,3,3,2,3,1,1,2,3,NA,NA,1,1,1,NA,1,66,4,2,1,1,NA,2,4,6,1,1,4,1,2,1,7,2,2,NA,2,                                ,                                ,                                ,1,4,2,4,3,1,1,3,4,4,2,1,2.25
1541,2822,30807,601,c,3,28,28085,0,R,3,2,1,2,2,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,2,9,3,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,3,3,1,2,2,2,1,3,2,1,NA,1,1,1,3,1,3,1,3,3,9,2,2,2,2,1,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,30,2,2,2,2,1,MOST CHILDREN ARE HARD HEADED,98,NA,NA,NA,1,1,1,9,                                ,99,NA,NA,1,2,NA,4,4,3,2,2,3,3,1,NA,1,1,2,1,NA,NA,1,1,1,NA,1,38,3,2,1,1,NA,1,4,7,2,NA,2,NA,9,1,7,7,9,NA,2,                                ,                                ,                                ,0,2,1,10,3,2,2,99,1,5,2,1,15.125
1542,2823,30807,757,e,3,51,51810,47260,U,1,2,1,4,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,1,2,2,2,0,NA,NA,10,5,10,NA,0,0,6,3,1,2,1,2,2,2,3,2,2,1,NA,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,STUPID AS H---,25,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,1,CAN''T KICK THEIR BUT,27,NA,NA,10,3,3,1,1,WANT TO TRY SEX,98,NA,NA,2,2,3,3,NA,1,2,2,3,3,2,3,1,1,1,3,NA,NA,1,1,1,NA,1,64,9,2,9,9,1,9,2,10,2,NA,4,9,9,2,7,1,2,NA,2,                                ,                                ,                                ,2,3,2,6,3,2,1,2,4,4,NA,NA,8.6875
1543,2827,30807,303,m,4,8,8001,19740,S,2,4,1,4,1,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,10,8,8,0,10,5,1,1,1,2,2,3,3,1,3,1,1,NA,4,3,1,1,1,2,1,3,1,1,3,2,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,3,99,NA,2,2,3,2,1,MONEY,13,NA,NA,NA,9,9,1,1,PREMARITAL SEX RESULTING IN UNPLANED KIDS,11,NA,NA,3,3,1,1,NA,1,1,1,3,1,3,NA,1,2,NA,1,NA,NA,2,1,1,NA,1,21,5,1,1,8,NA,NA,6,6,1,1,3,9,3,1,7,7,1,1,1,                                ,                                ,                                ,2,1,1,5,3,1,2,99,2,2,3,3,2.6875
1544,2831,30807,919,e,3,37,37191,24140,S,2,3,1,3,1,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,8,5,7,8,NA,1,2,3,2,2,1,1,3,3,1,1,NA,1,2,1,1,3,2,2,3,1,1,2,2,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,28,NA,1,3,2,3,1,HEALTH CARE,40,NA,NA,NA,1,1,1,1,FATHERS ARENT ACCEPTING RESPONSIBILTY FOR THE CHILDREN,13,NA,NA,4,4,2,2,NA,1,1,1,3,1,1,NA,2,2,NA,1,NA,NA,1,1,1,NA,1,23,5,2,1,9,1,2,3,7,1,1,2,NA,4,2,7,7,1,1,1,                                ,                                ,                                ,0,1,1,10,3,1,2,99,2,5,3,1,8.1875
1545,2833,31007,562,p,4,6,6037,31100,U,1,4,1,1,1,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,3,NA,2,1,2,3,1,NA,NA,NA,10,NA,10,NA,10,10,4,9,1,3,2,2,2,2,3,2,1,1,NA,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,THE NORMAL THING TO DO,23,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,20,NA,3,2,3,3,1,DIFFERCULT,27,NA,NA,10,3,2,1,1,THEY JUST DON''T UNDERSTANDING,23,NA,NA,1,3,3,4,NA,4,2,2,1,3,3,NA,1,1,2,3,NA,NA,2,1,1,NA,1,72,6,2,2,1,NA,1,6,2,1,1,2,NA,3,1,7,7,2,NA,2,                                ,                                ,                                ,4,4,2,4,3,2,2,99,5,1,4,2,1.875
1546,2834,30807,434,e,3,51,51117,0,R,3,2,1,2,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,1,1,2,1,NA,1,1,1,2,10,NA,10,NA,8,10,10,8,7,3,1,2,1,2,1,3,2,1,9,1,NA,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,1,LEVEL OF COMMITMENT,10,NA,NA,1,TEST DRIVING A CAR,12,NA,NA,2,NA,NA,NA,NA,25,2,2,2,2,1,1DISCIPLINE ISSUE,27,NA,NA,7,1,2,1,1,LACK OF RESPONSIBILITY,22,NA,NA,4,3,NA,2,2,2,1,1,3,3,1,1,2,2,NA,1,3,2,1,1,1,NA,1,43,5,2,1,1,NA,2,5,7,1,1,1,NA,3,1,7,7,1,1,2,                                ,                                ,                                ,4,2,1,3,3,1,2,99,1,4,3,1,11.25
1547,2836,30807,304,e,3,54,54039,16620,S,2,2,1,4,2,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,3,NA,2,1,2,1,2,10,NA,NA,9,10,9,NA,7,8,1,2,2,2,2,2,2,1,1,3,1,NA,1,3,3,1,2,2,2,1,3,1,2,2,1,1,2,1,LOVED EACH OTHER,16,NA,NA,1,CONVENIENCE,17,NA,NA,1,NA,NA,NA,NA,30,3,2,2,3,1,ETHICS,98,NA,NA,8,3,3,1,1,MORALS NOT AS GOOD AS THEY USED TO BE,18,NA,NA,2,2,NA,3,3,3,1,1,3,3,3,1,3,1,1,NA,NA,NA,1,1,1,NA,1,55,4,2,1,1,NA,2,4,8,1,1,2,NA,4,1,7,7,1,1,1,                                ,                                ,                                ,4,3,2,1,3,1,2,99,2,3,2,1,11.5625
1548,2837,30807,863,e,3,12,12105,29460,S,2,2,1,5,1,2,2,1,NA,NA,NA,2,1,NA,2,NA,1,1,2,1,NA,1,1,1,1,10,NA,10,NA,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,2,1,NA,4,4,1,1,1,3,1,3,1,1,1,1,1,2,1,BAUCE I LOVE HIM AND WANTED TO GET MARRIED,16,21,NA,1,WE MOVING IN AND THEN WE JUST GOT MARRIED ITS WHO I ENDED UP MARRYIJNG,98,NA,NA,2,NA,NA,NA,23,NA,3,1,3,3,1,NO CHALLENGE,99,NA,NA,10,3,3,3,1,CAUSE NO ONE GETS MARRIED ANYMORE,15,NA,NA,4,4,2,9,NA,3,1,1,3,2,3,1,2,2,NA,1,0,2,1,1,1,NA,1,24,3,2,1,1,NA,2,6,6,9,NA,4,9,9,2,7,7,2,NA,2,                                ,                                ,                                ,7,1,1,3,3,1,2,99,2,4,2,1,9.3125
1549,2839,30807,731,c,3,47,47113,27180,U,1,3,1,1,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,2,2,1,1,10,NA,NA,10,10,NA,NA,8,10,1,1,3,2,2,2,2,1,3,2,1,1,NA,1,1,1,1,1,1,1,3,1,2,9,1,1,2,1,BECAUSE OF STANDARDS,98,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,23,NA,2,9,2,3,1,THE INFLUENCE OF SOCIETY,34,NA,NA,8,2,2,1,1,GOVERNMENT AND SOCIETY,17,NA,NA,2,2,3,4,NA,4,2,2,3,3,1,1,2,5,NA,1,NA,NA,1,1,1,NA,1,54,2,2,1,1,NA,1,5,5,2,NA,2,NA,3,2,7,7,1,1,2,                                ,                                ,                                ,4,3,2,1,3,2,2,99,2,4,1,1,4.0625
1550,2841,31007,828,e,3,37,37089,11700,S,2,1,1,1,1,1,NA,NA,NA,NA,NA,2,4,NA,2,NA,2,NA,3,NA,2,2,2,3,2,NA,NA,NA,10,NA,NA,NA,10,10,4,3,3,3,2,2,2,1,3,2,9,1,NA,1,1,1,1,2,1,2,3,2,1,3,2,9,1,1,ITS HOW YOU''RE RAISED.YOU DIDNT LIVE TOGETHER.,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,99,NA,3,2,3,2,1,YOU HAVE TO TEACH THEM VALUES AND REACHING THEIR HEART.,11,NA,NA,8,3,3,1,1,PEOPLE NOT HAVING ANY VALUES OR SELF RESEPCT ITS A MORAL BREAK DOWN,18,NA,NA,1,1,4,4,NA,4,2,2,1,3,2,NA,1,1,2,3,NA,NA,2,1,1,NA,1,72,3,2,1,1,NA,2,2,10,2,NA,4,9,9,2,7,7,2,NA,1,                                ,                                ,                                ,3,4,2,4,3,2,2,99,2,5,2,1,8.4375
1551,2842,30807,219,c,2,18,18089,16980,S,2,1,1,2,2,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,2,2,2,NA,NA,NA,NA,5,10,NA,7,9,9,3,2,3,3,3,3,1,1,3,2,NA,1,4,4,1,2,3,1,3,3,2,2,3,3,1,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,33,3,2,1,3,1,OPEN COMMUNICATION BETWEEN PARENT AND CHILD,24,NA,NA,NA,2,2,3,1,WOMAN ARE BECOMING MORE INDEPENDENT AND MAKING MORE MONEY-THEY REALIZE THEY DONT NEED A MAN TO SUPPORT THEM,12,NA,NA,4,4,NA,1,1,2,1,1,3,1,1,NA,1,1,2,2,NA,NA,3,1,1,NA,1,35,5,2,1,7,2,NA,4,2,1,1,2,NA,4,1,7,7,2,NA,1,                                ,                                ,BUDDHA,2,2,1,9,3,1,2,99,4,1,3,1,19.13
1552,2847,30807,505,m,4,35,35001,10740,U,1,4,1,2,1,1,2,NA,NA,NA,NA,2,1,NA,1,1,1,3,3,NA,2,2,2,3,1,10,NA,NA,10,NA,NA,NA,10,10,1,2,2,1,2,2,2,2,9,2,1,2,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"SPIRITUALLY, BORN-AGAIN CHRITAINS NEED TO FOLLOW GOD''S LAW",13,NA,NA,1,"I WAS VERY YOUNG, ONLY 17 AND DIDN''T HAVE A MOTHER AND FATHER FOR GUIDANCE",14,NA,NA,2,NA,NA,NA,25,NA,9,1,1,9,1,NEED TO KNOW GOD,11,NA,NA,10,3,3,1,9,                                ,99,NA,NA,1,1,4,4,NA,4,1,1,1,3,3,3,4,2,NA,NA,NA,NA,1,1,1,NA,1,62,2,1,1,9,1,1,1,6,1,1,2,NA,4,1,7,2,1,1,1,                                ,                                ,                                ,4,3,2,1,3,1,1,3,3,3,1,3,2.6875
1553,2848,30807,504,c,3,22,22071,35380,U,1,3,1,2,2,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,1,NA,2,1,NA,1,1,1,2,NA,NA,10,NA,6,10,10,10,9,3,3,2,3,3,3,3,1,3,3,2,NA,1,3,3,1,1,1,2,1,3,1,1,3,1,1,2,1,WE WANTED TO MAKE THAT COMMITMENT,10,NA,NA,1,WE WERE DATING AND THEN HE JUST KIND OF MOVED OUT-I DIDNT WANT TO MARRY HIM SO WE BROKE UP,17,30,NA,1,NA,NA,NA,NA,35,3,2,3,3,1,"RAISING YOUR CHILD TO BE A RESPECTFUL,  HAPPY INDIVIDUAL",12,26,NA,7,3,2,1,1,POOR PARENTING,25,NA,NA,4,4,NA,1,1,1,1,1,3,3,3,NA,1,1,2,2,5,2,2,1,1,NA,1,36,6,2,1,2,NA,2,4,4,1,2,3,1,3,1,7,7,2,NA,1,                                ,                                ,                                ,5,2,1,3,3,1,2,99,5,1,4,1,6.0625
1554,2849,30807,678,e,3,13,13117,12060,S,2,1,1,2,1,1,1,NA,NA,NA,NA,1,1,NA,1,2,2,NA,3,NA,2,2,2,1,2,10,NA,NA,10,5,NA,NA,10,8,1,1,3,2,2,2,2,3,1,2,1,9,NA,1,1,1,1,1,1,2,3,1,1,3,1,1,1,1,I DIDN''T WANT TO SPEND THE REST OF MY LIFE ALONE.,21,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,24,NA,2,2,2,1,1,"DON''T MAKE THE KIDS MIND, PUT THEM IN ENIVVORMNETS THEY SHOULD NO BE IN",27,NA,NA,7,9,3,1,1,NOT USING PROTECTION,19,NA,NA,4,1,3,4,NA,1,2,2,1,3,2,3,1,1,2,3,NA,NA,1,1,1,NA,1,80,2,2,1,1,NA,2,3,5,1,1,4,1,9,1,7,1,1,1,2,                                ,                                ,                                ,3,4,2,1,3,2,1,2,3,5,1,1,19.13
1555,2851,30807,313,e,2,26,26163,19820,U,1,6,1,3,1,1,NA,NA,NA,NA,NA,1,5,NA,2,NA,2,NA,3,NA,2,2,2,1,2,NA,NA,NA,10,8,NA,NA,8,99,NA,3,9,1,2,2,3,3,1,9,1,1,NA,1,1,2,1,9,1,1,3,1,1,1,1,2,2,1,"49 YEARS AGO I DONT THINK PEOPLE DID IT TLIKE THEY DID TODAY, WHEN THEY ARE IN LOVE THEY GET MARRIED. NOW DAYS YOU SHACK UP AND THEN MOVE TO THE NEXT, BACK THEN PEOPLE GOT MARRIED CUZ THEY WANTED TO LIVE TOGETHER, NOWE THAY SHACK UP",12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,24,NA,3,1,1,1,1,"IS BEING WITH THEM, TOO MANY BABYSITTERS, THE SCHOOLS ARE BABYSIITER, THERES NO DICIPLIN TODAY",15,27,NA,8,3,3,1,1,"START BACK IN 13 14 TODAY WHAT THEY LEARSN AT 12 EVERYTHING HAS CHANGED, THEY SEE SEX THINGSIT SO MUCH EASIER FOR A KID TO FIND OUT ANYTHING THAT THEY WANT WITH SEX",20,NA,NA,3,3,3,2,NA,2,2,2,2,3,2,NA,2,4,NA,3,NA,NA,1,2,2,1,2,73,2,2,1,1,NA,2,5,5,2,NA,2,NA,9,2,7,7,2,NA,1,                                ,                                ,                                ,1,4,2,4,1,2,2,99,5,1,1,1,4.5625
1556,2852,30807,636,c,2,29,29071,41180,S,2,1,1,4,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,10,10,4,3,3,3,2,2,2,3,1,2,1,NA,9,1,1,3,9,2,2,2,2,1,1,1,1,2,2,1,BELIEVED THAT IT WAS THE RIGHT THING TO DO,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,21,2,3,1,3,1,RIGHT FROM WRONG,11,NA,NA,10,3,9,1,1,HAVNT BEEN TAUGHT RELIGIOUS VALUES,18,NA,NA,1,1,NA,4,4,3,1,1,2,3,3,NA,1,1,2,2,NA,NA,1,1,1,NA,1,80,5,2,1,1,NA,1,2,3,1,1,2,NA,2,1,7,2,1,1,1,                                ,                                ,                                ,3,4,2,4,3,1,1,3,2,4,3,1,5.1875
1557,2854,30807,505,m,4,35,35001,10740,U,1,4,1,1,2,1,1,NA,NA,NA,NA,1,1,NA,1,1,2,NA,4,1,1,2,2,1,1,8,NA,8,8,5,NA,NA,7,8,NA,3,3,3,2,1,1,1,1,3,2,NA,2,3,3,1,1,1,2,2,1,1,2,2,2,2,2,1,"1ST CHILD BORN OUT OF WEDLOCK AND WOMAN THREATENED TO LEAVE HIM, SO YOU MARRIED HER",17,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,27,3,3,3,3,1,INADEQUATE INCOME,13,NA,NA,6,1,1,2,1,CULTURE IS CHANGING,17,NA,NA,3,3,NA,2,1,2,1,1,3,2,1,1,2,4,NA,3,12,1,1,1,1,NA,1,61,7,1,1,2,NA,2,2,9,1,1,2,NA,4,1,7,1,1,1,2,                                ,                                ,                                ,0,3,2,10,3,1,1,2,3,3,4,3,1.375
1558,2855,30807,910,e,3,37,37133,27340,S,2,2,1,3,1,1,NA,NA,NA,NA,NA,1,4,NA,2,NA,2,NA,1,NA,NA,1,1,1,2,NA,NA,NA,NA,5,9,7,6,7,NA,1,2,2,2,1,2,1,1,2,2,1,NA,3,3,1,1,3,3,1,3,1,3,1,3,2,2,9,                                ,99,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,2,1,1,INCOME,13,NA,NA,NA,2,2,2,1,SHAKING UP,98,NA,NA,3,3,3,3,NA,2,1,1,3,3,1,NA,2,2,NA,1,NA,NA,2,1,1,NA,1,29,3,2,2,1,NA,2,5,4,1,1,3,2,3,1,7,7,1,1,1,                                ,                                ,                                ,1,1,1,6,3,1,2,99,2,5,2,2,14.625
1559,2857,30807,915,m,3,48,48141,21340,U,1,5,1,6,1,2,1,1,NA,NA,NA,1,1,NA,2,NA,2,NA,4,1,1,1,1,1,2,10,NA,10,10,9,10,10,8,10,1,3,1,2,2,2,2,3,2,2,1,2,NA,1,1,3,1,1,1,1,3,1,1,1,2,2,1,1,I THOUGHT IT WSA THE RIGHT THING TO DO,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,1,SOCIETY,34,NA,NA,7,3,2,1,1,PRESSURE,98,NA,NA,1,1,4,4,NA,4,1,1,3,3,1,3,1,1,2,3,8,1,1,1,1,NA,2,42,6,2,1,1,NA,1,2,6,1,1,1,NA,2,1,1,2,1,1,2,                                ,                                ,                                ,7,2,1,1,2,1,1,1,3,5,4,1,1
1560,2858,30807,860,e,1,9,9003,25540,U,1,7,1,1,2,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,3,NA,2,2,2,1,1,NA,NA,NA,10,5,NA,NA,10,8,4,2,3,1,1,2,1,1,1,3,2,NA,1,2,2,2,1,1,1,2,3,1,1,1,2,2,2,1,BECOUSE I WAS LOOKING FOR THE COMMITMENT OF MY PATNER AND WHEN YOU LIVE TOGETHER YOU DONT HAVE THAT COMMITMENT OR LOVE,10,16,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,30,2,2,1,2,1,TIME FINDING TIME FOR UR CHILDREN,15,NA,NA,9,3,3,1,1,LACK OF EDUCATION,23,NA,NA,3,3,NA,2,2,3,1,1,2,3,1,NA,1,1,1,3,NA,NA,2,1,1,NA,1,65,6,2,1,2,NA,2,2,4,1,1,2,NA,2,1,7,7,1,1,1,                                ,                                ,                                ,2,4,2,4,3,1,2,99,4,1,4,1,1.3125
1561,2859,30807,606,e,3,21,21013,0,R,3,1,1,4,1,1,NA,NA,NA,NA,NA,2,2,1,1,1,NA,NA,3,NA,2,2,2,1,1,NA,10,NA,10,10,NA,NA,8,10,2,2,1,2,2,2,3,1,1,2,1,1,NA,2,2,1,1,2,2,2,2,1,1,3,3,1,2,1,WE BOTH HAD UNHAPPY HOMELIVES AND WE GOT MARRIED TO GET OUT OF THE CITUATION,98,NA,NA,1,STUPID,31,NA,NA,2,NA,2,3,25,NA,2,2,2,2,1,DRUGS,29,NA,NA,3,3,3,1,1,"PAST GENERATIONS HAS NOT FULLY COMMITTIED, BEEN ALOT OF DIVORCE, THE KIDS TODAY DONT HAVE A ROLE OF COMITMET",24,16,NA,1,2,1,1,NA,3,1,1,3,3,2,NA,1,1,2,1,NA,NA,2,1,1,NA,1,50,5,2,1,1,NA,2,5,2,1,1,2,NA,9,1,7,7,1,1,1,                                ,                                ,                                ,4,3,2,2,3,1,2,99,1,4,3,1,10.1875
1562,2865,30807,956,c,3,48,48061,15180,U,1,5,1,6,1,2,NA,1,NA,NA,NA,2,6,NA,NA,NA,1,NA,2,1,NA,1,1,3,1,NA,NA,10,NA,NA,10,10,9,10,3,1,1,1,1,3,1,1,1,2,1,1,NA,3,3,1,1,1,1,1,1,1,1,1,1,2,2,NA,                                ,NA,NA,NA,1,I WASN''T READY FOR THE COMMITTMEMT,16,NA,NA,1,2,NA,3,25,NA,2,1,2,1,1,TO WORRY ABOUT MY CHILDS FUTURE-ABOUT HIM BECOMING A GOOD PERSON IN THE FUTURE,39,NA,NA,9,2,2,1,1,LACK OF COMMITTMENT OF EITHER PARTYS SIDE.  ITS EASY TO WALK AWAY IF THERES NO LEGAL PAPERWORK,24,NA,NA,2,2,2,1,NA,2,1,1,3,1,2,NA,1,1,2,1,4,2,1,1,1,NA,1,28,5,1,1,1,NA,2,4,4,1,1,2,NA,5,1,7,7,1,1,1,                                ,                                ,                                ,5,1,1,3,3,1,2,99,3,2,3,3,1
1563,2867,30807,714,p,4,6,6059,31100,S,2,4,1,2,1,1,2,NA,NA,NA,NA,2,1,NA,1,1,1,1,4,1,1,1,1,2,1,10,NA,10,10,5,10,8,5,5,1,2,2,1,2,3,3,1,1,2,1,1,NA,1,1,3,1,2,1,2,3,1,2,1,2,1,1,1,RELIGIOUS BELIEFS,13,NA,NA,1,GETTING OVER 1ST MARRIGE,15,NA,NA,1,NA,NA,NA,25,NA,1,1,1,1,1,"SPENDING QUALITY TIME WITH THEM, COMMUNICATION",15,24,NA,9,2,2,1,1,UNWILLINGNESS TO COMMIT TO RELATIONSHIPS BEFORE HAVING CHILDREN,24,NA,NA,1,1,2,4,NA,3,1,1,3,3,2,1,2,2,NA,1,10,2,1,1,1,NA,1,43,6,2,1,1,NA,1,2,8,1,1,1,NA,2,1,7,7,1,1,1,                                ,                                ,                                ,4,2,1,1,3,1,2,99,5,4,4,1,2.4375
1564,2869,30807,912,e,3,13,13127,15260,S,2,2,1,4,1,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,2,NA,1,NA,NA,1,1,2,2,NA,NA,NA,NA,7,10,9,10,8,6,1,3,2,2,2,2,1,3,2,1,1,NA,1,1,1,1,1,1,1,2,1,2,2,1,1,1,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,23,NA,1,2,2,2,1,LACK OF INCOME,13,NA,NA,NA,2,2,1,9,                                ,99,NA,NA,3,1,2,4,NA,4,1,1,3,1,2,NA,1,1,2,1,NA,NA,1,1,1,NA,1,18,2,2,2,1,NA,1,2,2,1,1,1,NA,9,2,7,7,2,NA,2,                                ,                                ,                                ,3,1,1,6,3,1,2,99,2,5,1,2,10.5
1565,2871,30807,706,e,3,13,13033,12260,S,2,3,1,4,1,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,1,NA,1,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,8,5,5,10,NA,3,2,1,2,1,1,1,1,3,2,1,NA,1,4,1,1,1,2,1,2,1,1,3,2,1,1,NA,                                ,NA,NA,NA,1,BECAUSE I THOUGHT THAT I COULD WORK THINGS OUT FIRST BUT IT DIDNT TURN OUT THAT WAY,98,NA,NA,2,2,NA,1,18,NA,2,1,2,2,1,FEEDING THEM AND CLOTHING THEM,39,NA,NA,NA,3,1,1,1,THE DONT HAVE A STRONG RELATIONSHIP TOGETHER,36,NA,NA,1,2,4,4,NA,2,1,2,3,3,1,NA,4,5,NA,NA,NA,NA,3,1,1,NA,1,19,1,2,2,9,2,NA,4,5,1,1,2,NA,3,2,7,7,2,NA,2,                                ,                                ,                                ,1,1,1,9,3,1,2,99,1,3,1,2,3.6875
